10	0.003
1610	0.002
3210	0.002
4810	0.011
6410	0.006
8010	0.008
9610	0.007
11210	0.009
12810	0.008
14410	0.008
16010	0.01
17610	0.008
19210	0.008
20810	0.011
22410	0.01
24010	0.01
25610	0.01
27210	0.01
28810	0.01
30410	0.009
32010	0.01
33610	0.011
35210	0.011
36810	0.011
38410	0.011
