2	0.016
3	0.003
4	0.002
5	0.002
6	0.002
7	0.003
8	0.003
9	0.002
10	0.003
11	0.003
12	0.003
13	0.003
14	0.003
15	0.003
16	0.003
17	0.003
18	0.003
19	0.004
20	0.004
21	0.006
22	0.006
23	0.006
24	0.007
25	0.009
26	0.011
